,symbol,open,high,low,close,volume
2020-06-10,BINANCE:PSGBTC,0.00028243102702844516,0.0007248419100293306,0.00028243102702844516,0.0006525635066450957,0.0
2020-06-11,BINANCE:PSGBTC,0.0006525635066450957,0.0006731819843283128,0.0005690238222120839,0.0005920756993938172,0.0
2020-06-12,BINANCE:PSGBTC,0.0005920756993938172,0.0005946060742658993,0.0005623805853605127,0.0005841209419974245,0.0
2020-06-13,BINANCE:PSGBTC,0.0005841209419974245,0.0005911926012388778,0.0005233781045004944,0.0005233781045004944,0.0
2020-06-14,BINANCE:PSGBTC,0.0005233781045004944,0.0005345866135598002,0.00043242837856391936,0.0004916098846310653,0.0
2020-06-15,BINANCE:PSGBTC,0.0004916098846310653,0.0004965402066962098,0.0004227992092585175,0.000468416938929599,0.0
2020-06-16,BINANCE:PSGBTC,0.000468416938929599,0.00046938231657344765,0.0004480215368962172,0.00045087040649727456,0.0
2020-06-17,BINANCE:PSGBTC,0.00045087040649727456,0.0004883911136256034,0.00043527382755821853,0.00048119369671889724,0.0
2020-06-18,BINANCE:PSGBTC,0.00048119369671889724,0.0005306287368382829,0.0004564635278219415,0.0005199732062939913,0.0
2020-06-19,BINANCE:PSGBTC,0.0005199732062939913,0.0005710249643904775,0.0004829110052154368,0.0005174381833746002,0.0
2020-06-20,BINANCE:PSGBTC,0.0005174381833746002,0.0005242125766948625,0.00047348153816579024,0.00047964330875477357,0.0
2020-06-21,BINANCE:PSGBTC,0.00047964330875477357,0.0006584878286839957,0.0004744110705399093,0.0005850744382772536,0.0
2020-06-22,BINANCE:PSGBTC,0.0005850744382772536,0.0006049953556422078,0.0005607888454372026,0.0005820669178184753,0.0
2020-06-23,BINANCE:PSGBTC,0.0005820669178184753,0.0005946798833194115,0.0005330313679801271,0.0005623631923996899,0.0
2020-06-24,BINANCE:PSGBTC,0.0005623631923996899,0.0005704943073464788,0.000538928731098487,0.0005390069385968627,0.0
2020-06-25,BINANCE:PSGBTC,0.0005390069385968627,0.0005408238073090374,0.0005095932135619021,0.0005193318717840889,0.0
2020-06-26,BINANCE:PSGBTC,0.0005193318717840889,0.0005348097602289907,0.0004900182527504659,0.0004900182527504659,0.0
2020-06-27,BINANCE:PSGBTC,0.0004900182527504659,0.0004949025506327775,0.00045925528541841215,0.00047703560170839584,0.0
2020-06-28,BINANCE:PSGBTC,0.00047703560170839584,0.0004998212895317207,0.0004661700722004317,0.0004896185147291711,0.0
2020-06-29,BINANCE:PSGBTC,0.0004896185147291711,0.0004939389405783104,0.0004607016831050131,0.0004714315170386445,0.0
2020-06-30,BINANCE:PSGBTC,0.0004714315170386445,0.00047557638207406506,0.00039551534954086125,0.00043472074999443617,0.0
2020-07-01,BINANCE:PSGBTC,0.00043472074999443617,0.0004526665073984575,0.0004022168366492265,0.000440120028625196,0.0
2020-07-02,BINANCE:PSGBTC,0.000440120028625196,0.00044059483822271454,0.00042119414079983035,0.0004309257961921503,0.0
2020-07-03,BINANCE:PSGBTC,0.0004309257961921503,0.00045467676207627426,0.000426293224445721,0.0004512423601423087,0.0
2020-07-04,BINANCE:PSGBTC,0.0004512423601423087,0.0004653478273139537,0.0004156420059757453,0.0004156420059757453,0.0
2020-07-05,BINANCE:PSGBTC,0.0004156420059757453,0.0004543173876579985,0.0004156420059757453,0.0004286463247942053,0.0
2020-07-06,BINANCE:PSGBTC,0.0004286463247942053,0.00044469096472506776,0.0004258891797383125,0.0004305726281471452,0.0
2020-07-07,BINANCE:PSGBTC,0.0004305726281471452,0.0004347002873375066,0.00041569350877993026,0.00042514714112296164,0.0
2020-07-08,BINANCE:PSGBTC,0.00042514714112296164,0.00045240945226578,0.0004197010669992079,0.00042655830434279516,0.0
2020-07-09,BINANCE:PSGBTC,0.00042655830434279516,0.0004458732086481455,0.0004223432707561509,0.0004239325017772122,0.0
2020-07-10,BINANCE:PSGBTC,0.0004239325017772122,0.0004314770751124977,0.0004044000550930378,0.00040566076517139187,0.0
2020-07-11,BINANCE:PSGBTC,0.00040566076517139187,0.0005333944531722561,0.00040081927365190264,0.000505166356016892,0.0
2020-07-12,BINANCE:PSGBTC,0.000505166356016892,0.000512082197684093,0.00046100589871529436,0.0004616811778757069,0.0
2020-07-13,BINANCE:PSGBTC,0.0004616811778757069,0.00047031767942908015,0.0004542393181230895,0.0004575385522574954,0.0
2020-07-14,BINANCE:PSGBTC,0.0004575385522574954,0.00046965696151949997,0.00045658058397981773,0.00046151337685708556,0.0
2020-07-15,BINANCE:PSGBTC,0.00046151337685708556,0.00046962216779480566,0.00044083024978564634,0.0004540093069210294,0.0
2020-07-16,BINANCE:PSGBTC,0.0004540093069210294,0.0004666782055295315,0.00044674484218644873,0.0004480319887073108,0.0
2020-07-17,BINANCE:PSGBTC,0.0004480319887073108,0.00046163833670438844,0.00044248001599962326,0.00045994168277927675,0.0
2020-07-18,BINANCE:PSGBTC,0.00045994168277927675,0.00045994168277927675,0.0004367688565539791,0.0004429362362632563,0.0
2020-07-19,BINANCE:PSGBTC,0.0004429362362632563,0.0005217436847687399,0.0004392227073000385,0.000518894289095395,0.0
2020-07-20,BINANCE:PSGBTC,0.000518894289095395,0.0005607595854110563,0.0004943254735464206,0.0005492359336550532,0.0
2020-07-21,BINANCE:PSGBTC,0.0005492359336550532,0.000561531631764925,0.0005438892090976453,0.0005504688258949761,0.0
2020-07-22,BINANCE:PSGBTC,0.0005504688258949761,0.0005526074348432535,0.0005194727835518905,0.0005372373791882912,0.0
2020-07-23,BINANCE:PSGBTC,0.0005372373791882912,0.0005421529888821676,0.0005142775001754803,0.0005200225990358774,0.0
2020-07-24,BINANCE:PSGBTC,0.0005200225990358774,0.0005250150496247599,0.0005017826421182482,0.0005017826421182482,0.0
2020-07-25,BINANCE:PSGBTC,0.0005017826421182482,0.000525466958194401,0.00048790304130307054,0.0005120446340004476,0.0
2020-07-26,BINANCE:PSGBTC,0.0005120446340004476,0.0005120446340004476,0.0004239083757979864,0.000428709133083627,0.0
2020-07-27,BINANCE:PSGBTC,0.000428709133083627,0.0004654241401830845,0.0004245418902139087,0.0004473167484843322,0.0
2020-07-28,BINANCE:PSGBTC,0.0004473167484843322,0.0004614615118749977,0.00044342716465704156,0.00044892708055381666,0.0
2020-07-29,BINANCE:PSGBTC,0.00044892708055381666,0.0004972876136269518,0.00044892708055381666,0.00046563385132002827,0.0
2020-07-30,BINANCE:PSGBTC,0.00046563385132002827,0.0005883509646416517,0.00046563385132002827,0.0004874548397247553,0.0
2020-07-31,BINANCE:PSGBTC,0.0004874548397247553,0.0004874548397247553,0.00043875239856062313,0.00044378576837772915,0.0
2020-08-01,BINANCE:PSGBTC,0.00044378576837772915,0.0004931532506799117,0.00042624714058406944,0.00045301081864503533,0.0
2020-08-02,BINANCE:PSGBTC,0.00045301081864503533,0.0005091126216408475,0.0004516047144126586,0.00047349607072488554,0.0
2020-08-03,BINANCE:PSGBTC,0.00047349607072488554,0.0005059627894921527,0.0004531803332049569,0.0004799240656945437,0.0
2020-08-04,BINANCE:PSGBTC,0.0004799240656945437,0.00048633038439619276,0.00045205666049337516,0.0004541450477138141,0.0
2020-08-05,BINANCE:PSGBTC,0.0004541450477138141,0.0004860093316821808,0.00044026719606169215,0.0004527233207787438,0.0
2020-08-06,BINANCE:PSGBTC,0.0004527233207787438,0.00047594370708744555,0.00043629146720213337,0.0004642039983434888,0.0
2020-08-07,BINANCE:PSGBTC,0.0004642039983434888,0.0004783448227869283,0.00045385883591324137,0.0004660008885190623,0.0
2020-08-08,BINANCE:PSGBTC,0.0004660008885190623,0.0004842148460815333,0.0004514359278417984,0.00047948248577687233,0.0
2020-08-09,BINANCE:PSGBTC,0.00047948248577687233,0.0004933931686888097,0.0004519395431590766,0.000486018598839937,0.0
2020-08-10,BINANCE:PSGBTC,0.000486018598839937,0.0005015892080906383,0.0004706610963744569,0.0004983802469577252,0.0
2020-08-11,BINANCE:PSGBTC,0.0004983802469577252,0.0006618426286398138,0.0004917029594501363,0.0006618426286398138,0.0
2020-08-12,BINANCE:PSGBTC,0.0006618426286398138,0.0007923241859778802,0.0006488749994585676,0.0006872367294056688,0.0
2020-08-13,BINANCE:PSGBTC,0.0006872367294056688,0.0008195916669250596,0.0006774328331526946,0.0007607033742107409,0.0
2020-08-14,BINANCE:PSGBTC,0.0007607033742107409,0.0007820364789714889,0.0007056047506327442,0.000777514058858616,0.0
2020-08-15,BINANCE:PSGBTC,0.000777514058858616,0.0008558803344586313,0.000703555793962928,0.0008104710809765256,0.0
2020-08-16,BINANCE:PSGBTC,0.0008104710809765256,0.0008530172270803742,0.0007695193326775536,0.0008164194932713417,0.0
2020-08-17,BINANCE:PSGBTC,0.0008164194932713417,0.0009074486135950499,0.0007749085458895273,0.0008556323953677377,0.0
2020-08-18,BINANCE:PSGBTC,0.0008556323953677377,0.0008842266040614083,0.0007738733321880671,0.0007994634924825204,0.0
2020-08-19,BINANCE:PSGBTC,0.0007994634924825204,0.0008832784147301419,0.0007976849581210537,0.000872360461464874,0.0
2020-08-20,BINANCE:PSGBTC,0.000872360461464874,0.0009007799171147946,0.0008004717336419947,0.0008301357507547074,0.0
2020-08-21,BINANCE:PSGBTC,0.0008301357507547074,0.0008643261420596913,0.0008212478784908731,0.0008471899990245732,0.0
2020-08-22,BINANCE:PSGBTC,0.0008471899990245732,0.0008802662239106731,0.0007331017169412792,0.0007495730735841402,0.0
2020-08-23,BINANCE:PSGBTC,0.0007495730735841402,0.0008380840417443532,0.0007460694920042534,0.0007732640285282378,0.0
2020-08-24,BINANCE:PSGBTC,0.0007732640285282378,0.0008274788491413448,0.0006903113031019386,0.000714370114819786,0.0
2020-08-25,BINANCE:PSGBTC,0.000714370114819786,0.0007592215619391117,0.0007126636113421624,0.0007395441295398651,0.0
2020-08-26,BINANCE:PSGBTC,0.0007395441295398651,0.0007395441295398651,0.0006842665162703048,0.0006891749489974246,0.0
2020-08-27,BINANCE:PSGBTC,0.0006891749489974246,0.0007089804748674885,0.0006852066039738274,0.0006957314197569434,0.0
2020-08-28,BINANCE:PSGBTC,0.0006957314197569434,0.0006999712195903632,0.0006833507337903357,0.0006938947287728687,0.0
2020-08-29,BINANCE:PSGBTC,0.0006938947287728687,0.0006941423094442927,0.0006570292001710526,0.0006649363744971662,0.0
2020-08-30,BINANCE:PSGBTC,0.0006649363744971662,0.0006748018497699108,0.0006533721827611594,0.000667027091281533,0.0
2020-08-31,BINANCE:PSGBTC,0.000667027091281533,0.0006975133926066298,0.000640666828150439,0.0006537532318105232,0.0
2020-09-01,BINANCE:PSGBTC,0.0006537532318105232,0.0006737168369902399,0.0006348065666084294,0.0006565284287749815,0.0
2020-09-02,BINANCE:PSGBTC,0.0006565284287749815,0.000660942596063985,0.0005940422526060702,0.0005940422526060702,0.0
2020-09-03,BINANCE:PSGBTC,0.0005940422526060702,0.0006408135866781265,0.0005819945426185747,0.0006354995520287496,0.0
2020-09-04,BINANCE:PSGBTC,0.0006354995520287496,0.0006408273456875982,0.0005594771387440954,0.0005675904927553711,0.0
2020-09-05,BINANCE:PSGBTC,0.0005675904927553711,0.0005957261574175257,0.0005372757758819549,0.0005829387170563007,0.0
2020-09-06,BINANCE:PSGBTC,0.0005829387170563007,0.0006235914480957674,0.0005623541481279224,0.0005857739976670071,0.0
2020-09-07,BINANCE:PSGBTC,0.0005857739976670071,0.0006058157100459219,0.0005766191250607708,0.0005890372790313854,0.0
2020-09-08,BINANCE:PSGBTC,0.0005890372790313854,0.0006560641849182099,0.0005814407231781547,0.0006450443911434919,0.0
2020-09-09,BINANCE:PSGBTC,0.0006450443911434919,0.0006631958941100354,0.0006425013425071063,0.0006586096134747369,0.0
2020-09-10,BINANCE:PSGBTC,0.0006586096134747369,0.0006840625766011005,0.0006441859032598932,0.000648451252745532,0.0
2020-09-11,BINANCE:PSGBTC,0.000648451252745532,0.0006917828294790437,0.0006455282850941612,0.0006818360944291404,0.0
2020-09-12,BINANCE:PSGBTC,0.0006818360944291404,0.0006818951062199973,0.000642657436958808,0.0006492832254068494,0.0
2020-09-13,BINANCE:PSGBTC,0.0006492832254068494,0.0007175421526910234,0.0006490909564293032,0.0006905450476173953,0.0
2020-09-14,BINANCE:PSGBTC,0.0006905450476173953,0.0006905450476173953,0.0006369923095875906,0.0006515046883852293,0.0
2020-09-15,BINANCE:PSGBTC,0.0006515046883852293,0.0006515046883852293,0.0006067300091235489,0.0006276838853289356,0.0
2020-09-16,BINANCE:PSGBTC,0.0006276838853289356,0.0006935855071372909,0.0006254261992011722,0.0006862790564313228,0.0
2020-09-17,BINANCE:PSGBTC,0.0006862790564313228,0.0007148350239993912,0.0006682336801070288,0.0006692511151838149,0.0
2020-09-18,BINANCE:PSGBTC,0.0006692511151838149,0.0006746861442387323,0.0006411932760821173,0.0006494598065259734,0.0
2020-09-19,BINANCE:PSGBTC,0.0006494598065259734,0.0006694646433248084,0.0006293832164993718,0.0006334241793008587,0.0
2020-09-20,BINANCE:PSGBTC,0.0006334241793008587,0.0006452599770130003,0.0005907377417276495,0.0006214633843337824,0.0
2020-09-21,BINANCE:PSGBTC,0.0006214633843337824,0.0006899575833512083,0.0006158600131933391,0.000666689983466468,0.0
2020-09-22,BINANCE:PSGBTC,0.000666689983466468,0.000666689983466468,0.0006306574857218551,0.0006342767632299106,0.0
