,mean,median,min,max
29,0.8922907637836989,0.8696494333788514,0.4640511597402249,1.5088667338275152
30,0.9008117824071783,0.8861172935419099,0.45957523201246264,1.67197870432994
31,0.8978789091550616,0.865546019251015,0.4494494874033162,1.701522967118301
32,0.8896247801285719,0.8515485502629303,0.47749488273085366,1.7840985578573556
33,0.8892946834193434,0.8560027654559,0.4519613484629975,1.7243913817869354
34,0.8879543695266453,0.859873561717815,0.4055287994158005,1.7960975420750707
35,0.8861757556772792,0.8591166446550487,0.4220485482105984,1.9446844508823546
36,0.876007436995048,0.8424027982532435,0.41747363160632484,1.8412445223065979
37,0.8671491331980647,0.8226736207206515,0.43180027295297724,1.8338705250481395
38,0.867743921904035,0.828890750241107,0.4286514394562683,1.8454302647899294
39,0.8762712619178776,0.8319669117401521,0.4334772415614312,1.7901714688196169
40,0.8791630854767343,0.8545448593688556,0.4461459393024816,1.7349241755813736
41,0.871591306321238,0.8389865340572957,0.42450839603369656,1.647151104570054
42,0.8663322951546459,0.8391372597720164,0.3967229961025915,1.7116363256828007
43,0.8703010212017754,0.8364531449532093,0.38441608616322104,1.7060868071148547
44,0.8654032327695858,0.8259770217601944,0.4018809648138841,1.671921635929873
45,0.8601078462180769,0.8202093252036022,0.4189169850593405,1.680532266316842
46,0.8609179287661152,0.8167708176532035,0.4147339251734884,1.651134677608839
47,0.8630640261814669,0.8266276407604829,0.39924030625933293,1.6309920290509985
48,0.859484278295759,0.8148578727884609,0.39087979826711644,1.6415171452797177
49,0.8547767770590612,0.8204616511684779,0.3719137410648387,1.5670152470937957
50,0.8472563210946049,0.8078167323273784,0.38512894346133686,1.4960163295185611
51,0.8427907182853055,0.8134596922786399,0.39589000542684066,1.4410284239514097
52,0.83790411159574,0.8086088756754983,0.4033652242659813,1.4591642693070177
53,0.8352717420648371,0.8221722045653048,0.4101357797555107,1.4078984880455465
54,0.8264903921960939,0.7831880432611689,0.4092627864624468,1.461143283071488
55,0.8271669683222072,0.7969547515299165,0.4104542709751166,1.4799139736066624
56,0.8237907274572476,0.808575589900008,0.40830284626116004,1.5648506738136956
57,0.8225085963894223,0.7987840811986939,0.4295970628701356,1.6159743804314155
58,0.8178818550669438,0.7798994598088873,0.42567721818015825,1.5494419499749548
59,0.8150621800534921,0.778812372501736,0.4071371363629162,1.5838918841488248
60,0.8102480620765603,0.7666729585839798,0.3930978917092806,1.6106718655127812
61,0.8094781975837937,0.7729013463192972,0.38819763194484025,1.6166303416989671
62,0.8013100877557506,0.7644555914851616,0.36572481149801744,1.663474511052889
63,0.7972095609084852,0.7601543605831704,0.38390713465086873,1.7412324860336523
64,0.7977613169227716,0.7784094577675986,0.38113487207190055,1.8115221890377253
65,0.7887068833450316,0.7639137815712512,0.37158729506989013,1.7327757221073405
66,0.7826486309223462,0.7482192198622735,0.38265582550971344,1.6917913112760463
67,0.7820015850446473,0.7483728059133079,0.3694251169044919,1.8945910691430352
68,0.773278906330237,0.7289647591813037,0.37176131146006813,1.8188308075797406
69,0.768594037278309,0.7207410700713963,0.35093289944120765,1.843448447069414
70,0.7611037617961475,0.7140192782989339,0.35900542684422354,1.7400377653457837
71,0.7534977913981364,0.7158830464236994,0.36335244091894664,1.749980568924605
72,0.7478455981687029,0.7061788714325392,0.3481041765699678,1.683393158309328
73,0.7511105775084218,0.7066060337241048,0.3562044249929558,1.715408759596971
74,0.7558263948402443,0.6955196653444775,0.34074583338365544,1.8019127494910057
75,0.7486594615846136,0.6944453220340433,0.3361131775521234,1.811580120200788
76,0.7404684679114003,0.6814329401353878,0.331614492335652,1.7074842241995283
77,0.7482644293954999,0.6887616041467515,0.339737007219568,1.8081694079792758
78,0.7457342617429358,0.6799318519986102,0.33470668722553587,1.8751515075080716
79,0.7407784076885277,0.6845262842654782,0.31091822656389856,1.830880270150238
80,0.7338444515036356,0.6785784091465501,0.2907357993209825,1.6748204563093774
81,0.7324879161897455,0.6717300880051135,0.26770421836057134,1.7283673036410683
82,0.7289588907287415,0.6633967899862073,0.25995783470666517,1.7106682581729074
83,0.7263628611911475,0.6603511114526509,0.25362107739180983,1.7855782675942706
84,0.7239683222901383,0.6636640233633567,0.25055543029025756,1.8012993508334758
85,0.7223350268849309,0.6629444935765673,0.25034901505606505,1.8690517383506557
86,0.718224539881552,0.6576950705978899,0.2568029886545799,1.8307661660804697
87,0.7180748265057102,0.665360943841443,0.2506776962275639,1.8771748841592328
88,0.7143555260465423,0.6646330789355962,0.24156984491974293,1.8056677250832982
89,0.7153693993981736,0.6726621373761562,0.25496255679749347,1.9140688326966426
90,0.7136383765799167,0.6511257919328017,0.2636649243387286,1.8933306848839124
91,0.7113698289557151,0.6649044279583946,0.2547631180932722,1.9301577252608015
92,0.7066964293506574,0.6426062720894583,0.2526929541907372,1.9316241525521933
93,0.7027643723110036,0.6325586167535948,0.265403359544245,1.8380046947887438
94,0.7014098898386675,0.641737728070296,0.27136406585814565,1.8299464103579306
95,0.691058338671786,0.628162468075945,0.2533230045381837,1.7003864335162078
96,0.691417038773748,0.6250105703575123,0.23546179279990714,1.8345680765193344
97,0.692019298451082,0.6277596008187084,0.23812286428452126,1.8952366479639224
98,0.6895701431321357,0.6272653982153394,0.2533326523391375,1.9833870711517831
99,0.684555426489075,0.6244755201498473,0.24641337982707534,1.92723667576907
100,0.6849805368686696,0.6310026969949822,0.24507928828240516,1.9551081334801415
101,0.677106325491941,0.634929857563387,0.24875450621774872,1.9013050066467316
102,0.6758563552428138,0.6158088933731819,0.240813000263152,2.0481943252035975
103,0.6722286787336244,0.6051003875454188,0.2399650940305723,1.9592410212282056
104,0.6692747450401174,0.6099410336314481,0.24943222775982682,1.802612292587778
105,0.6669956484860804,0.6049979436891592,0.24096249855352148,1.699861102884852
106,0.6651464572544493,0.5926677894300869,0.22395381867218384,1.6075080462718423
107,0.6656028655565962,0.5952058491557073,0.23061211087651518,1.677338641854709
108,0.6664295096138556,0.6089149848504529,0.23317739469034227,1.6947290428843826
109,0.656312491948986,0.6107977102516944,0.20678708489183223,1.642391150212333
110,0.6496447617536235,0.6022576807445954,0.19735942869006734,1.6270158148770717
111,0.6465095695868907,0.5989470270377099,0.1815917179004308,1.5856944785751834
112,0.6409724175141777,0.6088946353966267,0.18021094646934177,1.4822494795484151
113,0.639519042342273,0.5921638022383009,0.18088667273032946,1.4682134805775244
114,0.6356524655989293,0.589839590039029,0.17455820556506246,1.4780399823796448
115,0.6343907285719369,0.5866438521284276,0.1757947485728194,1.5637444975789059
116,0.6328144208091588,0.5782568587383397,0.17126532240582018,1.5307238956926785
117,0.6367672087665588,0.5781707072583119,0.17490729370479596,1.663486355461997
118,0.6366867714726301,0.5715967069671971,0.16821069689298415,1.727082544629185
119,0.6375486789950527,0.5795661753451136,0.16338676338278824,1.7977736740334442
120,0.634666482830197,0.5794060013500016,0.1572681693649848,1.8525495200922508
121,0.6357778521208249,0.5754764388142248,0.1634103198774247,1.9660877336417528
122,0.6332253735719404,0.5794193743112834,0.15906152111768412,2.1045748821180443
123,0.6301716652747416,0.5774539263288949,0.16199349342322036,2.0929812746589995
124,0.6302701786773207,0.5523546194907538,0.15851108652600598,2.0782653548215593
125,0.6310464272515146,0.562093389959329,0.15946013287463343,2.090775996426611
126,0.6289560409226519,0.5673544591384005,0.1611066599731557,1.9404139563375122
